,name,title,link,abstract,date
10,Mohamed Abdelshafy,An Active Attack on Token-Based Security Protocol,https://pureportal.coventry.ac.uk/en/publications/an-active-attack-on-token-based-security-protocol,"In this paper, we analyzed the token-based security protocol [1] using the GNY logic to determine the security flaws of the protocol. We found out that the token-based protocol has two security flaws. The first one leads to an active attack which enables the intruder to get sensitive information whereas the second may result in gumming up the network and thus reducing the efficiency of its operation. Therefore, this protocol can not be approved for authentication. We conclude our paper by proposing a modification to the token-based protocol that overcomes these attacks.",Apr 2001
11,Mohamed Abdelshafy,A New Attack on Aziz-Diffie Security Protocol,https://pureportal.coventry.ac.uk/en/publications/a-new-attack-on-aziz-diffie-security-protocol,,Mar 2001
12,Reda Al-Bodour,QoS within Business Grid Quality of Service (BGQoS),https://pureportal.coventry.ac.uk/en/publications/qos-within-business-grid-quality-of-service-bgqos-2,"Differences in domain QoS requirements have been an obstacle to utilising Grid Computing for main stream applications. While the resource could potentially provide potentially vital services as well as providing significant computing and storage capabilities, the lack of high level QoS specification capabilities has proven to be a hindrance. Business Grid Quality of Service (BGQoS) is a QoS model for business-oriented applications on Grid computing systems. BGQoS defines QoS at a high level facilitating an easier request model for the Grid Resource Consumer (GRC) and eliminates confusion for the Grid Resource Provider in supplying the appropriate resources to meet the GRC requirements. It offers high level QoS specification within multi-domain environments in a flexible manner. Employing component separation and dynamic QoS calculation, it provides the necessary tools and execution environment for a scalable set of requirements tailoring to specific domain demands and requirements. Moreover, through reallocation, the model provides the insurance that all QoS requirements are met throughout the execution period, including migrating tasks to different resources if necessary. This process is not random and adheres to a set of conditions which ensures that task execution and resource allocation happen when and in accordance with execution requirements. This paper focuses on BGQoS' flexibility and QoS capability. More specifically, the concentration is on core operations within BGQoS and the methods used in order to deliver a sustained level of QoS which meets the GRC's requirements while being versatile and flexible such that it can be tailored to specific domains. This paper also presents an experimental evaluation of BGQoS. The evaluation investigates the behaviour and performance of the separate operations and components within BGQoS, and moreover, it presents an investigation and comparison between the different operations and their effect on the full model.",Sept 2015
13,Reda Al-Bodour,High level QoS-driven model for Grid applications in a simulated environment,https://pureportal.coventry.ac.uk/en/publications/high-level-qos-driven-model-for-grid-applications-in-a-simulated--2,"This paper presents a model for high-level Quality of Service (QoS) maintenance within business-context domains and associated simulation results achieved via an expansion of the GridSim toolkit. Grid Computing traditionally has been linked with scientific environments, where heterogeneous resources were networked and employed for carrying out compute-intensive and data-intensive scientific experiments or applications that may have not been possible before. The natural progression is that business-oriented applications will build on this success and utilise the large number of heterogeneous Grid resources, potentially available. The success of introducing these applications into the mainstream is directly related to whether Grid Resource Providers can deliver a suitable level of QoS to the Grid Resource Consumer (GRC) and the ability of the GRC to request high level QoS such as the numbers of CPUs required or the RAM required, on demand. Moreover, we present dynamically calculated metrics for measuring QoS such as reliability, using up-to-date information on resources. We introduce a novel model, Business Grid Quality of Service (BGQoS), for a new generation of commercial and business-oriented Grid applications which may wish to make use of Grid environments. BGQoS allows GRCs to specify varying types of high level QoS requirements which are delivered via querying up-to-date resource information, matchmaking and monitoring operations. In addition, testing is required and this has posed a problem where testing on physical Grid test-beds is either impractical or not viable economically. Simulation is therefore important.",Jul 2012
14,Reda Al-Bodour,An extension of GridSim for quality of service,https://pureportal.coventry.ac.uk/en/publications/an-extension-of-gridsim-for-quality-of-service,GridSim is a well known and useful open software product through which users can simulate a Grid environment. At present Qualities of Service are not modeled in GridSim. When utilising a Grid a user may wish to make decisions about type of service to be contracted. For instance performance and security are two levels of service upon which different decisions may be made. Subsequently during operation a grid may not be able to fulfill its contractual obligations. In this case renegotiation is necessary. This paper describes an extension to GridSim that enables various Qualities of Service to be modeled together with Service Level Agreements and renegotiation of contract with associated costs. The extension is useful as it will allow users to make better estimates of potential costs and will also enable grid service suppliers to more accurately predict costs and thus provide better service to users.,14 Apr 2010
15,Rachid Anane,Institutional Data Analysis and Machine Learning Prediction of Student Performance,https://pureportal.coventry.ac.uk/en/publications/institutional-data-analysis-and-machine-learning-prediction-of-st,"Concern over student progression and retention is driving the systematic analysis of the vast amount of student data recorded in institutional data sets and in learning management systems (LMS) data sets. This is motivated by the belief that student analytics will help uncover patterns of behaviour and predict student performance, and thus facilitate the deployment of supportive educational interventions. This paper is concerned with the investigation of the institutional data of a Nigerian university, and the predictive impact of its attributes on student performance, measured in terms of cumulative grade point average (CGPA). The statistical analysis of the data set reveals that age and marital status have no significant relationship with final CGPA, whereas gender and pre-entry score have a weak relationship but are not good predictors. The application of four representative machine learning methods, namely linear regression, support vector regression, decision tree and random forests indicate that the third year CGPA is a good predictor of final year CGPA. A higher accuracy is achieved by using the aggregate value of the CGPAs of three previous years. Support vector regression has the best performance in predicting the final CGPA, whereas decision tree is the least performing model.",20 May 2022
16,Rachid Anane,An Empirical Evaluation of Learning Style and Knowledge Level Adaptation,https://pureportal.coventry.ac.uk/en/publications/an-empirical-evaluation-of-learning-style-and-knowledge-level-ada-2,"This paper presents an initial evaluation of different forms of
adaptation based on learning style and knowledge level, which were implemented
in an adaptive e-learning system. An experiment conducted in a learning
context with 174 participants produced significant results in terms of learning
gain. They indicate that adaptation based on both learning style and knowledge
level yields significantly better learning gain than adaptation based on learning
style only, and better than adaptation based on knowledge level only.",2016
17,Rachid Anane,Usability and Effectiveness Evaluation of Adaptivity in E-Learning Systems,https://pureportal.coventry.ac.uk/en/publications/usability-and-effectiveness-evaluation-of-adaptivity-in-e-learnin-2,"Designing effective and usable adaptive e-learning systems represents a challenge because of the complexity which arises when meeting the needs of learners. This is compounded by the lack of well-designed experimental evaluations of adaptive e-learning systems in general, and of their usability and effectiveness in particular. This paper offers an experimental evaluation of the effect of adaptation, taking into account both the perceived usability level and learning effectiveness. A controlled experiment was conducted with 75 participants and produced significant results. They indicate that an adaptive version has a significantly higher level of perceived usability and of learning effectiveness than a non-adaptive version.

",2016
18,Rachid Anane,An E-Learning Investigation into Learning Style Adaptivity,https://pureportal.coventry.ac.uk/en/publications/an-e-learning-investigation-into-learning-style-adaptivity,"Traditional e-learning systems are typically designed for generic learners irrespective of individual requirements. In contrast, adaptive e-learning systems take into account learner characteristics such as learning style and level of knowledge in order to provide more personalised learning. The contribution of this paper is threefold. First, a generic adaptive framework aimed at enhancing learning is proposed. Second, a specific approach to adaptivity based on learning style is put forward within the framework. Third, the framework is validated and the approach is evaluated in order to determine their effectiveness in learning provision in an adaptive e-learning system. An experiment conducted with 60 participants produced positive results. They indicate that adapting instructional material according to learning style yields significantly better learning outcome and learner satisfaction than without adaptation.",5 Jan 2015
19,Rachid Anane,Design and Usability Evaluation of Adaptive e-learning Systems Based on Learner Knowledge and Learning Style,https://pureportal.coventry.ac.uk/en/publications/design-and-usability-evaluation-of-adaptive-e-learning-systems-ba-2,"Designing effective adaptive e-learning systems, from a usability perspective, represents a challenge because of the complexity of adaptivity in order to meet the diverse requirements of learners. Furthermore, there is a lack of well-designed experimental evaluation of adaptive e-learning systems in general, and of their usability in particular. The aim of this paper is the presentation of an adaptive e-learning system based on learner knowledge and learning style, and of the results of an initial experimental evaluation of the usability of its two modes of operation. This involves comparing the usability of an adaptive version of the system with the usability of a non-adaptive version, in a learning environment with 75 participants. The experiment produced significant results; they indicate that an adaptive e-learning system based on learner knowledge and learning style has a higher level of perceived usability than a non-adaptive e-learning system. This may also increase the level of satisfaction, engagement and motivation of learners and therefore enhance their learning.",Aug 2015
20,Rachid Anane,Students' Satisfaction in Learning Style-Based Adaptation,https://pureportal.coventry.ac.uk/en/publications/students-satisfaction-in-learning-style-based-adaptation-2,"Initiatives based on learning style adaptation are often marked by a lack of experimental evaluation of their efficacy in general and of student satisfaction in particular. A high level of satisfaction can increase the motivation of students, their engagement and experience, and therefore improve their learning. This paper is concerned with the investigation of the effect of adaptation based on learning style on students' satisfaction. An adaptive approach, which involves the construction of personalised learning paths based on learning style, was implemented in an adaptive e-learning system. A controlled experiment in this learning environment was conducted with sixty undergraduate students to evaluate their level of satisfaction with the system. The results indicate that the students were generally satisfied with their learning experience. It can be concluded that adaptation of learning content according to learning style can improve student satisfaction and enhance their experience and motivation.

",2015
21,Rachid Anane,The Impact of Learning Style Adaptivity in Teaching Computer Security,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-learning-style-adaptivity-in-teaching-computer-secu-2,"Teaching computer security is one of the most challenging tasks in computer science, because of the need to successfully integrate abstract concepts and practical applications. Several e-learning systems have been developed to address this issue. However, they usually provide the same material in the same sequence irrespective of the characteristics of the students, such as their knowledge level and learning style. In this paper, an approach to learning style adaptivity is proposed for the teaching of computer security. An e-learning system was developed to provide more personalised and adaptive learning, based on the information perception style of the Felder-Silverman model. This is the dimension of learning style, which has received the least attention in published research. In the approach, a personalised sequence of learning material is generated based on an individual learning style. The approach is evaluated in order to determine its effectiveness in learning provision. An experiment conducted with sixty subjects produced significant results. They indicate that matching computer security learning material, according to the learning style of the students, yields significantly better learning gain and student satisfaction than without matching

",2015
22,Rachid Anane,Adaptivity in E-learning systems,https://pureportal.coventry.ac.uk/en/publications/adaptivity-in-e-learning-systems-2,"Traditional e-learning systems have been, typically, designed for a generic learner, irrespective of individual knowledge, skills and learning styles. In contrast, adaptive e-learning systems can enhance learning by taking into account different learner characteristics and by personalising learning material. Although a large number of systems incorporating learning style have been deployed, there is a lack of comprehensive, comparative evaluations. This paper attempts to bridge this gap by comparing a number of adaptive e-learning systems. It considers three main perspectives: the learner model, the domain model and the adaptation model. A set of criteria is generated for each perspective, and applied to a representative sample of adaptive e-learning systems.

",Oct 2014
23,Rachid Anane,Social Network Enhancement for Non-formal Learning,https://pureportal.coventry.ac.uk/en/publications/social-network-enhancement-for-non-formal-learning-2,"Concern over student engagement has highlighted the inability of learning management systems (LMS) to accommodate the social side of learning. The emergence of social networks and their widespread adoption by students has opened new avenues for mediating different modes of learning. This work seeks to capitalise on the informal interactions of social networks, the structure of learning programmes and the multiple facets of collaborative approaches, in order to enhance student engagement. These are integrated into a framework which supports non-formal learning and facilitates knowledge creation and sharing through socialisation, externalisation and combination. A programme element - defined by a curriculum structure- and a collaborative element - identified by collaborative activities - are grafted onto the social fabric of Facebook. The aim of the framework is to promote engagement through a community of practice. Learners are encouraged to share tacit knowledge and co-construct explicit knowledge through social media and a dedicated collaborative tool.

",2014
24,Rachid Anane,The Learning Object Triangle,https://pureportal.coventry.ac.uk/en/publications/the-learning-object-triangle-2,"One critical factor in the effective deployment of learning objects (LOs) is the availability of relevant metadata categories. This work is motivated by the view that metadata identification is enhanced by a clear definition of a learning object. The aim of this paper is to offer a holistic approach to LOs and to introduce a definitional framework informed by the LO lifecycle. A LO is defined in terms of three main facets: mediation (potential for facilitating learning), transition (ability to be used in different learning environments) and specification (description of LO characteristics, as metadata). Unlike most evaluation instruments, the framework integrates explicitly information on learner experiences such as annotation, evaluation and attention metadata.

",17 Sept 2014
25,Rachid Anane,Agent-based interaction protocols and topologies for manufacturing task allocation,https://pureportal.coventry.ac.uk/en/publications/agent-based-interaction-protocols-and-topologies-for-manufacturin-2,,2013
26,Rachid Anane,A Recommendation Cascade for e-learning,https://pureportal.coventry.ac.uk/en/publications/a-recommendation-cascade-for-e-learning,"This  paper  is  concerned  with  the  presentation  of  a collaborative  recommendation  system  that  implementsa cascade of strategies in order to support the learning process.  Similarities  between  learners  are  determined by   taking   advantage   of  the   underlying  implicit  or explicit  personalisation  and  of  the  non-personalised modes  of  interaction.  In  the  personalised  approach implicit profiles are based on the patterns of behaviour of  learners,  while  explicit  profiles  are  generated from the  results  of  a  questionnaire  on  learning  style.  The non-personalisation approach relies on the cumulative intervention of a community of learners implied by the recorded frequency of the usage of objects by learners, and   by   the   expert   rating   of   objects   by   teachers. Content-based    and    collaborative    approaches    are combined into a hybrid model that widens the range of objects to which a learner may be exposed. The quality of  service  of  the  recommendation  system  is  evaluated by considering the accuracy of its predictive capability on a publicly available data set.  ",25 Mar 2013
27,Rachid Anane,Hybrid P2P Architecture for Transaction Management,https://pureportal.coventry.ac.uk/en/publications/hybrid-p2p-architecture-for-transaction-management,"In contrast with many centralised schemes P2P systems are flexible, scalable and highly dynamic. They offer an attractive distributed platform despite concerns over security. This work is motivated by the need to address explicitly the main issues that arise in the deployment of P2P systems in a business environment. A systematic approach is proposed in the development of a secure and trusted system to support authentication, non-repudiation and trust in business transactions.  This involves two stages. Firstly, the identification of the functional components designed to facilitate security through authentication and nonrepudiation, and those aimed at insuring trust; secondly, their implementation and integration into a hybrid P2P architecture, where the entry point server plays a central role. This integration is facilitated by the layering of functional components. Secure and trusted file transactions are further enhanced by a community management layer. ",19 Dec 2013
28,Rachid Anane,Hybrid Profiling in Information Retrieval,https://pureportal.coventry.ac.uk/en/publications/hybrid-profiling-in-information-retrieval,"One  of  the  main  challenges  in  search  engine quality of service is how to satisfy the needs and the interests of individualusers. This raises the fundamental issue of how to  identify  and  select  the  information  that  is  relevant  to  a specific  user.  This  concern  over  generic  provision and  the lack  of  search  precision  have  provided  the  impetus for  the research  into  Web  Search  personalisation.  In  this  paper  a hybrid user profiling system is  proposed – a combination of explicit  and  implicit  user  profiles  for  improving  the  web search  effectiveness  in  terms  of  precision  and  recall.  The proposed system is content-based and implements the Vector Space     Model.     Experimental     results,     supported     by significance   tests,   indicate   that   the   system   offers   better precision  and  recall  in  comparison  to  traditional  search engines.  ",11 Jun 2013
29,Rachid Anane,A new agents-based model for dynamic job allocation in manufacturing shopfloors,https://pureportal.coventry.ac.uk/en/publications/a-new-agents-based-model-for-dynamic-job-allocation-in-manufactur-2,"Market-based mechanisms such as the contract net protocol (CNP) are very popular for dynamic job allocation in distributed manufacturing control and scheduling. The CNP can be deployed with different configurations of the system elements. Every configuration corresponds to a basic or a hybrid topology. The subject of topology is generally discussed in the field of “distributed systems.” Inspired from the notion of topology in the distributed systems, this paper proposes a ring-like model as a competitor for the web-like CNP-based job allocation within the concept of holonic manufacturing systems. Details of the algorithm for scheduling and assignment of jobs to resources in the ring structure is presented and its performance is compared with both CNP-based distributed model, and the centralized conventional scheduling of a real manufacturing case study involving a major turbine production plant. Comparison of performance indicators such as time and cost of operations shows that the distributed models clearly outperform the conventional practice with meaningful impact on the production economy. As a possible implementation strategy, a hybrid switching model, composed of both competing models, is proposed.",4 May 2012
30,Rachid Anane,An optimized approach for storing and accessing small files on cloud storage,https://pureportal.coventry.ac.uk/en/publications/an-optimized-approach-for-storing-and-accessing-small-files-on-cl-2,"Hadoop distributed file system (HDFS) is widely adopted to support Internet services. Unfortunately, native HDFS does not perform well for large numbers but small size files, which has attracted significant attention. This paper firstly analyzes and points out the reasons of small file problem of HDFS: (1) large numbers of small files impose heavy burden on NameNode of HDFS; (2) correlations between small files are not considered for data placement; and (3) no optimization mechanism, such as prefetching, is provided to improve I/O performance. Secondly, in the context of HDFS, the clear cut-off point between large and small files is determined through experimentation, which helps determine ‘how small is small’. Thirdly, according to file correlation features, files are classified into three types: structurally-related files, logically-related files, and independent files. Finally, based on the above three steps, an optimized approach is designed to improve the storage and access efficiencies of small files on HDFS. File merging and prefetching scheme is applied for structurally-related small files, while file grouping and prefetching scheme is used for managing logically-related small files. Experimental results demonstrate that the proposed schemes effectively improve the storage and access efficiencies of small files, compared with native HDFS and a Hadoop file archiving facility.",Nov 2012
31,Rachid Anane,A service-oriented architecture for robust e-voting,https://pureportal.coventry.ac.uk/en/publications/a-service-oriented-architecture-for-robust-e-voting-2,,2012
32,Rachid Anane,File management in a mobile DHT-based P2P environment,https://pureportal.coventry.ac.uk/en/publications/file-management-in-a-mobile-dht-based-p2p-environment-4,"The emergence of mobile P2P systems is largely due to theevolution of mobile devices into powerful informationprocessing units. The relatively structured context thatresults from the mapping of mobile patterns of behaviouronto P2P models is however constrained by thevulnerabilities of P2P networks and the inherent limitationsof mobile devices. Whilst the implementation of P2Pmodels gives rise to security and reliability issues, thedeployment of mobile devices is subject to efficiencyconstraints. This paper presents the development anddeployment of a mobile P2P system based on distributedhash tables (DHT). The secure, reliable and efficientdispersal of files is taken as an application. Reliability wasaddressed by providing two methods for file dispersal:replication and erasure coding. Security constraints werecatered for by incorporating an authentication mechanismand three encryption schemes. Lightweight versions ofvarious algorithms were selected in order to attend toefficiency requirements.",2012
33,Rachid Anane,The Impact of Modes of Mediation on the Web Retrieval Process,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-modes-of-mediation-on-the-web-retrieval-process,"This paper is concerned with the investigation of mediation between users  and  Web  search  engines  and  the  impact  of  different  modes  of  mediation on  the  Web  search  effectiveness.  This  involves  the integration  of  explicit, implicit  and  hybrid  modes  of  mediation  within  a  content-based  framework, facilitated  by  the  adoption  of  the  Vector  Space  Model.  The  work  is  supported by  an  experimental  evaluation  of  the  impact  of  different  mediation  modes  on documents retrieval process in terms of recall and precision. The results of the experiments indicate that the mediation framework improves the  quality of the retrieval  process,  and  that  the  difference  in  the  quality  of  the  results  is statistically significant. ",Sept 2012
34,Rachid Anane,Model interoperability via model driven development,https://pureportal.coventry.ac.uk/en/publications/model-interoperability-via-model-driven-development-2,,Mar 2011
35,Rachid Anane,Robust e-Voting Composition,https://pureportal.coventry.ac.uk/en/publications/robust-e-voting-composition,"This paper is concerned with the presentation of a perspective on robustness in e-voting systems. It is argued that the effective design of an e-voting system and its viability can be enhanced by a two-pronged approach to robustness. First, it requires a clear distinction between two forms of robustness: robustness at protocol level and robustness at system level. Second, selected technologies should be integrated into an appropriate architecture in order to address robustness simultaneously at the two levels. The proposed approach is illustrated by the design and implementation of an e-voting system based on the FOO92 protocol. A service-oriented architecture supported by onion routing forms the basis of the system. It facilitates the distribution of tasks and state, the dynamic path configuration and the just-in-time (JIT) composition of the election system. The system conforms to most e-voting requirements.",Dec 2011
36,Rachid Anane,An architecture for grid-enabled distributed simulation,https://pureportal.coventry.ac.uk/en/publications/an-architecture-for-grid-enabled-distributed-simulation-2,,2009
37,Rachid Anane,Stateless data concealment for distributed systems,https://pureportal.coventry.ac.uk/en/publications/stateless-data-concealment-for-distributed-systems-2,,Mar 2008
38,Rachid Anane,A timed automata approach to QoS resolution,https://pureportal.coventry.ac.uk/en/publications/a-timed-automata-approach-to-qos-resolution-2,"Concern over the accurate evaluation of QoS requirements has been one of driving forces in thedevelopment of QoS management architectures. This paper presents an architectural approach to QoS evaluationand admission control, based on the modelling of both system behaviour and QoS requirements. Two aspects areconsidered. The first refers to QoS management, and to a component-based architecture for QoS evaluation. Thesecond illustrates the approach with the help of a case study based on a Personal Area Network. The proposedapproach is model-based and makes use of models representing both behaviour and QoS aspects of the system viaTimed Automata. The compatibility of the mechanism with architectures, which promote QoS management in itsown right, such as ITSUMO, is also highlighted",Jan 2006
39,Rachid Anane,eLearning content provision,https://pureportal.coventry.ac.uk/en/publications/elearning-content-provision-2,"It is widely acknowledged that the acceptance of eLearning frameworks requires the adoption of, and compliance with standards. This requirement is especially relevant to the design and delivery of courseware. We are concerned with learning content provision mediated by a learning management system (LMS), which complies with instructional management system (IMS) standards. The requirements for the LMS, as a tool for course management, are specified through different perspectives. Issues related to content creation and delivery are identified and addressed from the perspectives of the instructor, the learner, as well as the requirements of specific learning content. The learning management system is put in context by considering ways of enhancing content mediation in eLearning. The system is part of a research programme aimed at providing a framework for agent-supported eLearning.",2004
40,Rachid Anane,Implementation of a proactive load sharing scheme,https://pureportal.coventry.ac.uk/en/publications/implementation-of-a-proactive-load-sharing-scheme-2,"This paper presents a proactive approach to load sharing and describes the architecture of a scheme, Concert, based on this approach. A proactive approach is characterized by a shift of emphasis from reacting to load imbalance to avoiding its occurrence. In contrast, in a reactive load sharing scheme, activity is triggered when a processing node is either overloaded or underloaded. The main drawback of this approach is that a load imbalance is allowed to develop before costly corrective action is taken. Concert is a load sharing scheme for loosely-coupled distributed systems. Under this scheme, load and task behaviour information is collected and cached in advance of when it is needed. Concert uses Linux as a platform for development. Implemented partially in kernel space and partially in user space, it achieves transparency to users and applications whilst keeping the extent of kernel modifications to a minimum. Non-preemptive task transfers are used exclusively, motivated by lower complexity, lower overheads and faster transfers. The goal is to minimize the average response-time of tasks. Concert is compared with other schemes by considering the level of transparency it provides with respect to users, tasks and the underlying operating system. ",2003
41,Rachid Anane,Multiple evolutionary agents for decision support,https://pureportal.coventry.ac.uk/en/publications/multiple-evolutionary-agents-for-decision-support-2,,2003
